Date,Stock Open (CAD),Stock Close (CAD),Mutual Fund Price
2014-07-10,20.734,21.017,7.92
2014-07-11,21.087,21.056,7.91
2014-07-14,21.198,21.328,7.93
2014-07-15,21.406,21.078,7.91
2014-07-16,21.443,20.959,7.82
2014-07-17,21.014,20.585,7.84
2014-07-18,20.703,20.882,7.87
2014-07-21,21.006,20.773,7.88
2014-07-22,20.937,20.946,7.95
2014-07-23,21.101,21.492,7.94
2014-07-24,21.459,21.457,7.94
2014-07-25,21.417,21.598,7.95
2014-07-28,21.631,21.897,7.89
2014-07-29,21.965,21.755,7.97
2014-07-30,21.768,21.704,7.98
2014-07-31,21.485,21.140,7.99
2014-08-01,20.986,21.258,8
2014-08-04,21.311,21.138,8.09
2014-08-05,21.087,21.034,8.08
2014-08-06,20.952,20.999,8.13
2014-08-07,21.097,20.997,8.08
2014-08-08,20.948,21.054,7.99
2014-08-11,21.172,21.332,8.04
2014-08-12,21.343,21.328,8
2014-08-13,21.368,21.610,8.02
2014-08-14,21.630,21.668,8.1
2014-08-15,21.757,21.774,8.07
2014-08-18,21.888,22.037,8.06
2014-08-19,22.092,22.341,7.95
2014-08-20,22.321,22.350,8.06
2014-08-21,22.350,22.352,8.05
2014-08-22,22.288,22.517,8.11
2014-08-25,22.621,22.566,8.16
2014-08-26,22.539,22.421,8.17
2014-08-27,22.450,22.697,8.1
2014-08-28,22.577,22.723,8.11
2014-08-29,22.859,22.779,8.09
2014-09-02,22.903,22.957,8.1
2014-09-03,22.912,21.988,7.92
2014-09-04,21.968,21.806,7.88
2014-09-05,21.957,21.994,7.94
2014-09-08,22.068,21.859,7.87
2014-09-09,22.019,21.777,7.87
2014-09-10,21.781,22.446,7.82
2014-09-11,22.314,22.541,7.9
2014-09-12,22.492,22.592,7.95
2014-09-15,22.848,22.586,7.91
2014-09-16,22.179,22.414,7.99
2014-09-17,22.506,22.575,8.03
2014-09-18,22.652,22.621,8.05
2014-09-19,22.732,22.437,8.14
2014-09-22,22.623,22.459,8.18
2014-09-23,22.357,22.810,8.21
2014-09-24,22.703,22.612,8.21
2014-09-25,22.337,21.750,8.23
2014-09-26,21.897,22.390,8.28
2014-09-29,21.923,22.248,8.29
2014-09-30,22.403,22.390,8.3
2014-10-01,22.354,22.041,8.27
2014-10-02,22.061,22.201,8.29
2014-10-03,22.099,22.139,8.31
2014-10-06,22.212,22.139,8.26
